date,balance,equity,peak_equity,drawdown_pct,daily_pnl
2026-05-08,50000.0,50000.0,50000.0,0.0,0.0
2026-05-11,50000.0,50000.0,50000.0,0.0,0.0
2026-05-12,49762.62000000001,49762.62000000001,50000.0,0.47475999999998025,-237.3799999999886
