year,n_days,ann_ret_pct,sharpe,mdd_pct
2018,251,9.92937220347169,3.150386248877601,-1.2904012643908502
2019,252,11.212019984031867,3.522540721103882,-1.112779594801827
2020,253,19.417337060093065,5.298237399720997,-0.83934104698421
2021,252,17.415994044778543,5.0471522418589645,-0.9609380943014667
2022,251,13.836746286583407,4.4088798747240086,-1.1658283811682768
2023,250,7.138730182767791,2.6166454652889195,-1.0217233656863445
2024,252,21.56004799958931,5.938800262744251,-1.0512956762819825
2025,251,19.110825637903194,6.097667823181837,-0.7143025121978175
2026,90,3.760890485022536,2.9870696372590984,-0.8914179529726618
