date,balance,equity,peak_equity,drawdown_pct,daily_pnl
2026-06-22,50000.0,50000.0,50000.0,0.0,0.0
2026-06-23,50480.36509132385,50480.36509132385,50480.36509132385,0.0,480.3650913238526
