date,balance,equity,peak_equity,drawdown_pct,daily_pnl
2026-05-13,50000.0,50000.0,50000.0,0.0,0.0
2026-05-14,50718.87,50718.87,50718.87,0.0,718.8699999999999
2026-05-19,50628.770000000004,50628.770000000004,50718.87,0.17764591364121193,-90.1
