trade_id,asset,side,entry_date,entry_price,exit_date,exit_price,lots,pnl_usd,pnl_pct,hold_days,exit_reason,is_dry_run
272000431,AUDJPY,SHORT,2026-06-29,111.542,2026-06-30,111.558,1.05,-28.51,-0.02851,1,mt5,False
272000453,EURGBP,SHORT,2026-06-29,0.86266,2026-06-30,0.86176,3.65,418.9,0.4189,1,mt5,False
272000466,GBPJPY,SHORT,2026-06-29,213.454,2026-06-30,214.695,0.93,-737.1400000000001,-0.7371400000000001,1,mt5,False
272000473,GBPUSD,SHORT,2026-06-29,1.3196,2026-06-30,1.32581,1.0,-630.66,-0.63066,1,mt5,False
272000481,NZDUSD,SHORT,2026-06-29,0.56397,2026-07-01,0.56786,0.99,-389.9800000000001,-0.38998000000000005,2,mt5,False
272394508,AUDUSD,SHORT,2026-06-30,0.68882,2026-07-01,0.69201,1.05,-346.84,-0.34684,1,mt5,False
